PaperID,date
9302273,2/17/1993
9302274,2/18/1993
9302275,2/18/1993
9302276,2/18/1993
9302277,2/18/1993
9302278,2/18/1993
9302279,2/19/1993
9302280,2/19/1993
9302281,2/19/1993
9302282,2/19/1993
9302283,2/20/1993
9302284,2/20/1993
9302285,2/22/1993
9302286,2/22/1993
9302287,2/22/1993
9302288,2/22/1993
9302289,2/22/1993
9302290,2/22/1993
9302291,2/22/1993
9302292,2/22/1993
9302293,2/23/1993
9302294,2/23/1993
9302295,2/23/1993
9302296,2/24/1993
9302297,2/23/1993
9302298,2/24/1993
9302299,2/24/1993
9302300,2/24/1993
9302301,2/24/1993
9302302,2/24/1993
9302303,2/24/1993
9302304,2/24/1993
9302305,2/24/1993
9302306,2/24/1993
9302307,2/24/1993
9302308,2/24/1993
9302309,2/25/1993
9302310,2/25/1993
9302311,2/25/1993
9302312,2/26/1993
9302313,2/26/1993
9302314,2/26/1993
9302315,2/26/1993
9302316,2/26/1993
9302317,2/26/1993
9302318,2/26/1993
9302319,2/26/1993
9302320,2/28/1993
9302321,2/28/1993
119302002,2/3/1993
119302003,2/3/1993
119302006,2/4/1993
119302010,2/18/1993
119302013,2/23/1993
119302009,2/9/1993
119302019,2/18/1993
119302012,2/28/1993
119302081,2/18/1993
119302002,2/3/1993
119302003,2/5/1993
119302014,2/25/1993
119302015,2/25/1993
9303201,3/1/1993
9303202,3/1/1993
9303203,3/2/1993
9303204,3/2/1993
9303205,3/2/1993
9303206,3/2/1993
9303207,3/2/1993
9303208,3/3/1993
9303209,3/3/1993
9303210,3/3/1993
9303211,3/3/1993
9303212,3/3/1993
9303213,3/3/1993
9303214,3/3/1993
9303215,3/3/1993
9303216,3/3/1993
9303217,3/3/1993
9303218,3/3/1993
9303219,3/4/1993
9303220,3/4/1993
9303221,3/4/1993
9303222,3/4/1993
9303223,3/4/1993
9303224,3/4/1993
9303225,3/4/1993
9303226,3/5/1993
9303227,3/6/1993
9303228,3/7/1993
9303229,3/8/1993
9303230,3/8/1993
9303231,3/8/1993
9303232,3/9/1993
9303233,3/9/1993
9303234,3/9/1993
9303235,3/9/1993
9303236,3/9/1993
9303237,3/9/1993
9303238,3/10/1993
9303239,3/10/1993
9303240,3/10/1993
9303241,3/10/1993
9303242,3/10/1993
9303243,3/11/1993
9303244,3/11/1993
9303245,3/11/1993
9303246,3/11/1993
9303247,3/11/1993
9303248,3/11/1993
9303249,3/11/1993
9303250,3/12/1993
9303251,3/12/1993
9303252,3/12/1993
9303253,3/12/1993
9303254,3/12/1993
9303255,3/14/1993
9303256,3/14/1993
9303257,3/14/1993
9303258,3/14/1993
9303259,3/15/1993
9303260,3/15/1993
9303261,3/15/1993
9303262,3/16/1993
9303263,3/16/1993
9303264,3/16/1993
9303265,3/16/1993
9303266,3/16/1993
9303267,3/16/1993
9303268,3/16/1993
9303269,3/16/1993
9303270,3/17/1993
9303271,3/17/1993
9303272,3/17/1993
9303273,3/17/1993
9303274,3/17/1993
9303275,3/17/1993
9303276,3/18/1993
9303277,3/18/1993
9303278,3/18/1993
9303279,3/18/1993
9303280,3/18/1993
9303281,3/18/1993
9303282,3/18/1993
9303283,3/19/1993
9303284,3/19/1993
9303285,3/19/1993
9303286,3/19/1993
9303287,3/22/1993
9303288,3/22/1993
9303289,3/22/1993
9303290,3/22/1993
9303291,3/23/1993
9303292,3/22/1993
9303293,3/23/1993
9303294,3/23/1993
9303295,3/23/1993
9303296,3/23/1993
9303297,3/23/1993
9303298,3/24/1993
9303299,3/24/1993
9303300,3/24/1993
9303301,3/24/1993
9303302,3/24/1993
9303303,3/24/1993
9303304,3/24/1993
9303305,3/25/1993
9303306,3/25/1993
9303307,3/25/1993
9303308,3/25/1993
9303309,3/26/1993
9303310,3/27/1993
9303311,3/29/1993
9303312,3/29/1993
9303313,3/29/1993
9303314,3/30/1993
9303315,3/30/1993
9303316,3/30/1993
9303317,3/30/1993
9303318,3/30/1993
9303319,3/30/1993
9303320,3/31/1993
9303321,3/31/1993
9303322,3/31/1993
9303323,3/31/1993
9303324,4/1/1993
9303325,4/1/1993
119303001,3/1/1993
119303005,3/10/1993
119303009,3/19/1993
119303014,3/25/1993
119303019,3/31/1993
119303025,3/20/1993
119303005,3/10/1993
119303008,3/17/1993
119303014,3/26/1993
119303003,3/1/1993
119303024,3/3/1993
119303040,3/8/1993
119303046,3/8/1993
119303053,3/9/1993
119303070,3/11/1993
119303124,3/23/1993
119303177,3/31/1993
119303004,3/4/1993
9304201,4/1/1993
9304202,4/1/1993
9304203,4/1/1993
9304204,4/2/1993
9304205,4/2/1993
9304206,4/2/1993
9304207,4/3/1993
9304208,4/3/1993
9304209,4/3/1993
9304210,4/4/1993
9304211,4/5/1993
9304212,4/5/1993
9304213,4/5/1993
9304214,4/5/1993
9304215,4/5/1993
9304216,4/5/1993
9304217,4/5/1993
9304218,4/5/1993
9304219,4/6/1993
9304220,4/6/1993
9304221,4/6/1993
9304222,4/6/1993
9304223,4/6/1993
9304224,4/6/1993
9304225,4/6/1993
9304226,4/6/1993
9304227,4/7/1993
9304228,4/7/1993
9304229,4/7/1993
9304230,4/8/1993
9304231,4/8/1993
9304232,4/8/1993
9304233,4/8/1993
9304234,4/8/1993
9304235,4/8/1993
9304236,4/8/1993
9304237,4/8/1993
9304238,4/8/1993
9304239,4/8/1993
9304240,4/8/1993
9304241,4/9/1993
9304242,4/10/1993
9304243,4/10/1993
9304244,4/12/1993
9304245,4/12/1993
9304246,4/13/1993
9304247,4/13/1993
9304248,4/13/1993
9304249,4/13/1993
9304250,4/13/1993
9304251,4/14/1993
9304252,4/14/1993
9304253,4/14/1993
9304254,4/14/1993
9304255,4/15/1993
9304256,4/15/1993
9304257,4/15/1993
9304258,4/15/1993
9304259,4/15/1993
9304260,4/15/1993
9304261,4/16/1993
9304262,4/16/1993
9304263,4/16/1993
9304264,4/16/1993
9304265,4/16/1993
9304266,4/18/1993
9304267,4/19/1993
9304268,4/19/1993
9304269,4/19/1993
9304270,4/19/1993
9304271,4/19/1993
9304272,4/19/1993
9304273,4/20/1993
9304274,4/20/1993
9304275,4/20/1993
9304276,4/20/1993
9304277,4/20/1993
9304278,4/20/1993
9304279,4/20/1993
9304280,4/21/1993
9304281,4/21/1993
9304282,4/21/1993
9304283,4/21/1993
9304284,4/21/1993
9304285,4/21/1993
9304286,4/21/1993
9304287,4/22/1993
9304288,4/22/1993
9304289,4/22/1993
9304290,4/22/1993
9304291,4/22/1993
9304292,4/23/1993
9304293,4/23/1993
9304294,4/23/1993
9304295,4/23/1993
9304296,4/23/1993
9304297,4/23/1993
9304298,4/26/1993
9304299,4/26/1993
9304300,4/27/1993
9304301,4/27/1993
9304302,4/27/1993
9304303,4/27/1993
9304304,4/27/1993
9304305,4/27/1993
9304306,4/27/1993
9304307,4/27/1993
9304308,4/27/1993
9304309,4/27/1993
9304310,4/27/1993
9304311,4/28/1993
9304312,4/28/1993
9304313,4/28/1993
9304314,4/29/1993
9304315,4/29/1993
9304316,4/29/1993
9304317,4/29/1993
9304318,4/30/1993
9304319,4/30/1993
9304320,4/30/1993
9304321,4/30/1993
9304322,4/30/1993
119304012,4/12/1993
119304014,4/14/1993
119304017,4/18/1993
119304015,4/12/1993
119304011,4/20/1993
119304005,4/2/1993
119304023,4/7/1993
119304104,4/22/1993
119304136,4/30/1993
119304139,4/27/1993
119304153,4/29/1993
119304010,4/13/1993
119304017,4/22/1993
119304020,4/24/1993
119304021,4/25/1993
119304023,4/27/1993
9305201,5/3/1993
9305202,5/3/1993
9305203,5/3/1993
9305204,5/3/1993
9305205,5/3/1993
9305206,5/3/1993
9305207,5/3/1993
9305208,5/4/1993
9305209,5/4/1993
9305210,5/4/1993
9305211,5/4/1993
9305212,5/5/1993
9305213,5/5/1993
9305214,5/6/1993
9305215,5/6/1993
9305216,5/6/1993
9305217,5/6/1993
9305218,5/6/1993
9305219,5/6/1993
9305220,5/6/1993
9305221,5/6/1993
9305222,5/6/1993
9305223,5/7/1993
9305224,5/7/1993
9305225,5/7/1993
9305226,5/7/1993
9305227,5/7/1993
9305228,5/7/1993
9305229,5/7/1993
9305230,5/7/1993
9305231,5/10/1993
9305232,5/10/1993
9305233,5/10/1993
9305234,5/10/1993
9305235,5/10/1993
9305236,5/10/1993
9305237,5/11/1993
9305238,5/11/1993
9305239,5/11/1993
9305240,5/11/1993
9305241,5/11/1993
9305242,5/11/1993
9305243,5/11/1993
9305244,5/11/1993
9305245,5/11/1993
9305246,5/11/1993
9305247,5/11/1993
9305248,5/11/1993
9305249,5/11/1993
9305250,5/11/1993
9305251,5/12/1993
9305252,5/11/1993
9305253,5/12/1993
9305254,5/12/1993
9305255,5/12/1993
9305256,5/12/1993
9305257,5/12/1993
9305258,5/12/1993
9305259,5/12/1993
9305260,5/12/1993
9305261,5/13/1993
9305262,5/13/1993
9305263,5/13/1993
9305264,5/13/1993
9305265,5/13/1993
9305266,5/13/1993
9305267,5/14/1993
9305268,5/14/1993
9305269,5/14/1993
9305270,5/14/1993
9305271,5/14/1993
9305272,5/14/1993
9305273,5/17/1993
9305274,5/17/1993
9305275,5/17/1993
9305276,5/17/1993
9305277,5/17/1993
9305278,5/17/1993
9305279,5/17/1993
9305280,5/18/1993
9305281,5/18/1993
9305282,5/18/1993
9305283,5/18/1993
9305284,5/18/1993
9305285,5/18/1993
9305286,5/19/1993
9305287,5/19/1993
9305288,5/19/1993
9305289,5/19/1993
9305290,5/19/1993
9305291,5/19/1993
9305292,5/20/1993
9305293,5/20/1993
9305294,5/21/1993
9305295,5/20/1993
9305296,5/21/1993
9305297,5/21/1993
9305298,5/21/1993
9305299,5/21/1993
9305300,5/21/1993
9305301,5/21/1993
9305302,5/24/1993
9305303,5/24/1993
9305304,5/24/1993
9305305,5/24/1993
9305306,5/24/1993
9305307,5/24/1993
9305308,5/24/1993
9305309,5/24/1993
9305310,5/24/1993
9305311,5/25/1993
9305312,5/25/1993
9305313,5/25/1993
9305314,5/25/1993
9305315,5/25/1993
9305316,5/25/1993
9305317,5/25/1993
9305318,5/26/1993
9305319,5/26/1993
9305320,5/26/1993
9305321,5/26/1993
9305322,5/26/1993
9305323,5/26/1993
9305324,5/26/1993
9305325,5/26/1993
9305326,5/26/1993
9305327,5/26/1993
9305328,5/26/1993
9305329,5/27/1993
9305330,5/27/1993
9305331,5/27/1993
9305332,5/27/1993
9305333,5/27/1993
9305334,5/27/1993
9305335,5/27/1993
9305336,5/27/1993
9305337,5/27/1993
9305338,5/27/1993
9305339,5/27/1993
9305340,5/27/1993
9305341,5/27/1993
9305342,5/27/1993
9305343,5/27/1993
9305344,5/28/1993
9305345,5/28/1993
9305346,5/28/1993
9305347,5/29/1993
9305348,5/31/1993
9305349,5/31/1993
119305020,5/17/1993
119305028,5/22/1993
119305030,5/24/1993
119305003,5/3/1993
119305008,5/7/1993
119305014,5/17/1993
119305025,5/27/1993
119305007,5/3/1993
119305052,5/12/1993
119305056,5/13/1993
119305064,5/14/1993
119305081,5/18/1993
119305097,5/20/1993
119305141,5/25/1993
119305005,5/10/1993
119305010,5/18/1993
119305011,5/18/1993
9306201,6/1/1993
9306202,6/1/1993
9306203,6/1/1993
9306204,6/1/1993
9306205,6/1/1993
9306206,6/1/1993
9306207,6/1/1993
9306208,6/2/1993
9306209,6/2/1993
9306210,6/2/1993
9306211,6/2/1993
9306212,6/2/1993
9306213,6/2/1993
9306214,6/2/1993
9306215,6/2/1993
9306216,6/3/1993
9306217,6/3/1993
9306218,6/3/1993
9306219,6/3/1993
9306220,6/3/1993
9306221,6/3/1993
9306222,6/3/1993
9306223,6/3/1993
9306224,6/4/1993
9306225,6/4/1993
9306226,6/4/1993
9306227,6/4/1993
9306228,6/4/1993
9306229,6/4/1993
9306230,6/6/1993
9306231,6/5/1993
9306232,6/5/1993
9306233,6/5/1993
9306234,6/7/1993
9306235,6/7/1993
9306236,6/7/1993
9306237,6/7/1993
9306238,6/7/1993
9306239,6/7/1993
9306240,6/7/1993
9306241,7/6/1993
9306242,6/7/1993
9306243,6/8/1993
9306244,6/8/1993
9306245,6/8/1993
9306246,6/8/1993
9306247,6/8/1993
9306248,6/8/1993
9306249,6/9/1993
9306250,6/9/1993
9306251,6/9/1993
9306252,6/9/1993
9306253,6/9/1993
9306254,6/10/1993
9306255,6/10/1993
9306256,6/10/1993
9306257,6/10/1993
9306258,6/11/1993
9306259,6/11/1993
9306260,6/11/1993
9306261,6/11/1993
9306262,6/11/1993
9306263,6/11/1993
9306264,6/11/1993
9306265,6/11/1993
9306266,6/11/1993
9306267,6/11/1993
9306268,6/12/1993
9306269,6/14/1993
9306270,6/14/1993
9306271,6/14/1993
9306272,6/14/1993
9306273,6/14/1993
9306274,6/14/1993
9306275,6/15/1993
9306276,6/15/1993
9306277,6/15/1993
9306278,6/16/1993
9306279,6/16/1993
9306280,6/17/1993
9306281,6/17/1993
9306282,6/17/1993
9306283,6/17/1993
9306284,6/17/1993
9306285,6/18/1993
9306286,6/18/1993
9306287,6/18/1993
9306288,6/18/1993
9306289,6/18/1993
9306290,6/18/1993
9306291,6/19/1993
9306292,6/20/1993
9306293,6/21/1993
9306294,6/21/1993
9306295,6/21/1993
9306296,6/21/1993
9306297,6/21/1993
9306298,6/21/1993
9306299,6/21/1993
9306300,6/22/1993
9306301,6/22/1993
9306302,6/22/1993
9306303,6/22/1993
9306304,6/23/1993
9306305,6/23/1993
9306306,6/23/1993
9306307,6/23/1993
9306308,6/23/1993
9306309,6/23/1993
9306310,6/24/1993
9306311,6/24/1993
9306312,6/24/1993
9306313,6/25/1993
9306314,6/22/1993
9306315,6/25/1993
9306316,6/25/1993
9306317,6/25/1993
9306318,6/25/1993
9306319,6/25/1993
9306320,6/26/1993
9306321,6/28/1993
9306322,6/28/1993
9306323,6/28/1993
9306324,6/28/1993
9306325,6/28/1993
9306326,6/29/1993
9306327,6/29/1993
9306328,6/29/1993
9306329,6/29/1993
9306330,6/29/1993
9306331,6/30/1993
9306332,6/30/1993
9306333,6/30/1993
9306334,6/30/1993
9306335,6/30/1993
9306336,6/30/1993
9306337,7/1/1993
119306009,6/15/1993
119306012,6/15/1993
119306014,6/17/1993
119306024,6/24/1993
119306029,6/30/1993
119306005,6/4/1993
119306009,6/11/1993
119306012,6/16/1993
119306014,6/17/1993
119306016,6/18/1993
119306017,6/21/1993
119306015,6/2/1993
119306108,6/20/1993
119306113,6/22/1993
119306114,6/22/1993
119306115,6/22/1993
119306131,6/25/1993
119306148,6/28/1993
119306003,6/2/1993
119306004,6/3/1993
119306024,6/27/1993
9307201,7/1/1993
9307202,7/1/1993
9307203,7/1/1993
9307204,7/1/1993
9307205,7/1/1993
9307206,7/1/1993
9307207,7/1/1993
9307208,7/1/1993
9307209,7/2/1993
9307210,7/2/1993
9307211,7/2/1993
9307212,7/2/1993
9307213,7/2/1993
9307214,7/2/1993
9307215,7/2/1993
9307216,7/2/1993
9307217,7/5/1993
9307218,7/5/1993
9307219,7/5/1993
9307220,7/5/1993
9307221,7/5/1993
9307222,7/5/1993
9307223,7/5/1993
9307224,7/6/1993
9307225,7/6/1993
9307226,7/6/1993
9307227,7/6/1993
9307228,7/7/1993
9307229,7/7/1993
9307230,7/7/1993
9307231,7/7/1993
9307232,7/8/1993
9307233,7/8/1993
9307234,7/8/1993
9307235,7/8/1993
9307236,7/8/1993
9307237,7/8/1993
9307238,7/9/1993
9307239,7/9/1993
9307240,7/9/1993
9307241,7/10/1993
9307242,7/10/1993
9307243,7/10/1993
9307244,7/10/1993
9307245,7/10/1993
9307246,7/11/1993
9307247,7/11/1993
9307248,7/12/1993
9307249,7/12/1993
9307250,7/12/1993
9307251,7/12/1993
9307252,7/12/1993
9307253,7/12/1993
9307254,7/12/1993
9307255,7/12/1993
9307256,7/13/1993
9307257,7/13/1993
9307258,7/13/1993
9307259,7/13/1993
9307260,7/13/1993
9307261,7/13/1993
9307262,7/13/1993
9307263,7/13/1993
9307264,7/13/1993
9307265,7/13/1993
9307266,7/13/1993
9307267,7/13/1993
9307268,7/14/1993
9307269,7/14/1993
9307270,7/14/1993
9307271,7/14/1993
9307272,7/14/1993
9307273,7/14/1993
9307274,7/14/1993
9307275,7/14/1993
9307276,7/15/1993
9307277,7/15/1993
9307278,7/15/1993
9307279,7/15/1993
9307280,7/15/1993
9307281,7/15/1993
9307282,7/16/1993
9307283,7/16/1993
9307284,7/16/1993
9307285,7/16/1993
9307286,7/16/1993
9307287,7/16/1993
9307288,7/16/1993
9307289,7/16/1993
9307290,7/17/1993
9307291,7/18/1993
9307292,7/19/1993
9307293,7/19/1993
9307294,7/19/1993
9307295,7/19/1993
9307296,7/19/1993
9307297,7/19/1993
9307298,7/19/1993
9307299,7/19/1993
9307300,7/19/1993
9307301,7/19/1993
9307302,7/19/1993
9307303,7/19/1993
9307304,7/19/1993
9307305,7/20/1993
9307306,7/20/1993
9307307,7/20/1993
9307308,7/20/1993
9307309,7/20/1993
9307310,7/20/1993
9307311,7/20/1993
9307312,7/21/1993
9307313,7/21/1993
9307314,7/21/1993
9307315,7/21/1993
9307316,7/21/1993
9307317,7/21/1993
9307318,7/22/1993
9307319,7/22/1993
9307320,7/22/1993
9307321,7/22/1993
9307322,7/22/1993
9307323,7/22/1993
9307324,7/22/1993
9307325,7/22/1993
9307326,7/23/1993
9307327,7/23/1993
9307328,7/23/1993
9307329,7/23/1993
9307330,7/24/1993
9307331,7/26/1993
9307332,7/26/1993
9307333,7/26/1993
9307334,7/26/1993
9307335,7/26/1993
9307336,7/26/1993
9307337,7/26/1993
9307338,7/26/1993
9307339,7/27/1993
9307340,7/27/1993
9307341,7/27/1993
9307342,7/27/1993
9307343,7/27/1993
9307344,7/27/1993
9307345,7/27/1993
9307346,7/27/1993
9307347,7/27/1993
9307348,7/27/1993
9307349,7/27/1993
9307350,7/28/1993
9307351,7/28/1993
9307352,7/28/1993
9307353,7/28/1993
9307354,7/28/1993
9307355,7/28/1993
9307356,7/28/1993
9307357,7/28/1993
9307358,7/28/1993
9307359,7/28/1993
9307360,7/29/1993
9307361,7/29/1993
9307362,7/29/1993
9307363,7/29/1993
9307364,7/29/1993
9307365,7/30/1993
9307366,7/30/1993
9307367,7/29/1993
9307368,7/29/1993
9307369,7/29/1993
9307370,7/30/1993
9307371,7/30/1993
9307372,7/30/1993
9307373,7/30/1993
9307374,7/30/1993
9307375,7/31/1993
9307376,7/31/1993
9307377,8/2/1993
119307003,7/2/1993
119307004,7/2/1993
119307016,7/8/1993
119307025,7/14/1993
119307035,7/26/1993
119307036,7/26/1993
119307040,7/30/1993
119307002,7/4/1993
119307005,7/7/1993
119307006,7/7/1993
119307013,7/14/1993
119307019,7/27/1993
119307001,6/30/1993
119307002,7/1/1993
119307086,7/13/1993
119307098,7/15/1993
119307113,7/18/1993
119307117,7/19/1993
119307118,7/19/1993
119307133,7/21/1993
119307152,7/25/1993
119307162,7/27/1993
119307167,7/27/1993
119307174,7/28/1993
119307193,7/30/1993
119307011,7/12/1993
119307022,7/21/1993
119307025,7/26/1993
119307026,7/28/1993
119307027,7/28/1993
9308201,8/2/1993
9308202,8/2/1993
9308203,8/2/1993
9308204,8/2/1993
9308205,8/2/1993
9308206,8/2/1993
9308207,8/2/1993
9308208,8/2/1993
9308209,8/2/1993
9308210,8/3/1993
9308211,8/3/1993
9308212,8/3/1993
9308213,8/3/1993
9308214,8/3/1993
9308215,8/3/1993
9308216,8/3/1993
9308217,8/3/1993
9308218,8/3/1993
9308219,8/3/1993
9308220,8/4/1993
9308221,8/4/1993
9308222,8/4/1993
9308223,8/4/1993
9308224,8/4/1993
9308225,8/4/1993
9308226,8/4/1993
9308227,8/4/1993
9308228,8/5/1993
9308229,8/5/1993
9308230,8/5/1993
9308231,8/5/1993
9308232,8/5/1993
9308233,8/5/1993
9308234,8/6/1993
9308235,8/5/1993
9308236,8/5/1993
9308237,8/6/1993
9308238,8/6/1993
9308239,8/6/1993
9308240,8/6/1993
9308241,8/6/1993
9308242,8/6/1993
9308243,8/7/1993
9308244,8/8/1993
9308245,8/8/1993
9308246,8/8/1993
9308247,8/9/1993
9308248,8/9/1993
9308249,8/9/1993
9308250,8/9/1993
9308251,8/10/1993
9308252,8/10/1993
9308253,8/10/1993
9308254,8/9/1993
9308255,8/11/1993
9308256,8/11/1993
9308257,8/11/1993
9308258,8/11/1993
9308259,8/11/1993
9308260,8/11/1993
9308261,8/11/1993
9308262,8/11/1993
9308263,8/11/1993
9308264,8/12/1993
9308265,8/12/1993
9308266,8/12/1993
9308267,8/12/1993
9308268,8/12/1993
9308269,8/12/1993
9308270,8/13/1993
9308271,8/13/1993
9308272,8/13/1993
9308273,8/13/1993
9308274,8/13/1993
9308275,8/13/1993
9308276,8/13/1993
9308277,8/15/1993
9308278,8/16/1993
9308279,8/16/1993
9308280,8/16/1993
9308281,8/16/1993
9308282,8/16/1993
9308283,8/17/1993
9308284,8/17/1993
9308285,8/17/1993
9308286,8/17/1993
9308287,8/17/1993
9308288,8/17/1993
9308289,8/18/1993
9308290,8/18/1993
9308291,8/18/1993
9308292,8/18/1993
9308293,8/18/1993
9308294,8/18/1993
9308295,8/18/1993
9308296,8/18/1993
9308297,8/18/1993
9308298,8/19/1993
9308299,8/19/1993
9308300,8/19/1993
9308301,8/19/1993
9308302,8/19/1993
9308303,8/19/1993
9308304,8/20/1993
9308305,8/19/1993
9308306,8/20/1993
9308307,8/20/1993
9308308,8/20/1993
9308309,8/20/1993
9308310,8/20/1993
9308311,8/21/1993
9308312,8/21/1993
9308313,8/20/1993
9308314,8/21/1993
9308315,8/21/1993
9308316,8/21/1993
9308317,8/22/1993
9308318,8/23/1993
9308319,8/23/1993
9308320,8/23/1993
9308321,8/23/1993
9308322,8/23/1993
9308323,8/23/1993
9308324,8/23/1993
9308325,8/24/1993
9308326,8/23/1993
9308327,8/24/1993
9308328,8/24/1993
9308329,8/24/1993
9308330,8/24/1993
9308331,8/24/1993
9308332,8/24/1993
9308333,8/24/1993
9308334,8/25/1993
9308335,8/25/1993
9308336,8/25/1993
9308337,8/25/1993
9308338,8/25/1993
9308339,8/25/1993
9308340,8/25/1993
9308341,8/26/1993
9308342,8/26/1993
9308343,8/26/1993
9308344,8/26/1993
9308345,8/26/1993
9308346,8/26/1993
9308347,8/26/1993
9308348,8/26/1993
9308349,8/27/1993
9308350,8/27/1993
9308351,8/27/1993
9308352,8/27/1993
9308353,8/27/1993
9308354,8/28/1993
9308355,8/28/1993
9308356,8/28/1993
9308357,8/29/1993
9308358,8/29/1993
9308359,8/29/1993
9308360,8/30/1993
9308361,8/30/1993
9308362,8/30/1993
9308363,8/30/1993
9308364,8/30/1993
9308365,8/31/1993
9308366,8/31/1993
9308367,8/31/1993
9308368,8/31/1993
9308369,8/31/1993
9308370,8/31/1993
9308371,8/31/1993
9308372,8/31/1993
9308373,8/31/1993
9308374,8/31/1993
9308375,8/31/1993
9308376,8/31/1993
9308377,8/31/1993
9308378,9/1/1993
119308018,8/13/1993
119308021,8/16/1993
119308026,8/20/1993
119308044,8/30/1993
119308038,8/31/1993
119308007,8/9/1993
119308010,8/10/1993
119308019,8/31/1993
119308088,8/18/1993
119308090,8/18/1993
119308006,8/4/1993
119308015,8/19/1993
9309201,9/1/1993
9309202,9/1/1993
9309203,9/1/1993
9309204,9/1/1993
9309205,9/1/1993
9309206,9/1/1993
9309207,9/1/1993
9309208,9/1/1993
9309209,9/1/1993
9309210,9/1/1993
9309211,9/1/1993
9309212,9/2/1993
9309213,9/2/1993
9309214,9/2/1993
9309215,9/2/1993
9309216,9/2/1993
9309217,9/3/1993
9309218,9/3/1993
9309219,9/3/1993
9309220,9/3/1993
9309221,9/3/1993
9309222,9/3/1993
9309223,9/3/1993
9309224,9/3/1993
9309225,9/3/1993
9309226,9/3/1993
